party,member,chamber,ticker,type,transaction_date,filing_date,owner,amount,lag_days
R,John Boozman,Senate,SMCI,P,2025-12-11,2026-01-13,Joint,"$1,001 - $15,000",33
R,John Boozman,Senate,SPYM,P,2025-12-24,2026-01-13,Joint,"$15,001 - $50,000",20
R,John Boozman,Senate,MSFT,P,2025-12-17,2026-01-13,Joint,"$1,001 - $15,000",27
R,John Boozman,Senate,IVW,P,2025-12-31,2026-01-13,Joint,"$1,001 - $15,000",13
R,John Boozman,Senate,IJR,P,2025-12-26,2026-01-13,Joint,"$1,001 - $15,000",18
R,John Boozman,Senate,ANET,P,2025-12-11,2026-01-13,Joint,"$1,001 - $15,000",33
R,John Boozman,Senate,AAPL,P,2025-12-17,2026-01-13,Joint,"$1,001 - $15,000",27
D,Gary C Peters,Senate,INTC,S,2025-12-12,2026-01-07,Spouse,"$15,001 - $50,000",26
D,Gary C Peters,Senate,VZ,P,2025-12-12,2026-01-07,Self,"$1,001 - $15,000",26
D,John W Hickenlooper,Senate,FWONK,S,2025-12-10,2026-01-06,Spouse,"$15,001 - $50,000",27
R,Shelley M Capito,Senate,K,S,2025-12-11,2026-01-06,Spouse,"$1,001 - $15,000",26
R,Shelley M Capito,Senate,MSFT,S,2025-12-16,2026-01-06,Spouse,"$1,001 - $15,000",21
R,Shelley M Capito,Senate,AAPL,S,2025-12-16,2026-01-06,Spouse,"$1,001 - $15,000",21
R,Shelley M Capito,Senate,GOOGL,S,2025-12-16,2026-01-06,Spouse,"$1,001 - $15,000",21
R,Lindsey Graham,Senate,BSCP,S,2025-12-17,2026-01-06,Self,"$15,001 - $50,000",20
R,Lindsey Graham,Senate,BSCQ,P,2025-12-31,2026-01-06,Self,"$15,001 - $50,000",6
R,Lindsey Graham,Senate,IBDQ,S,2025-12-18,2026-01-06,Self,"$15,001 - $50,000",19
R,David H McCormick,Senate,BITB,P,2025-11-28,2025-12-26,Self,"$50,001 - $100,000",28
R,David H McCormick,Senate,BITB,P,2025-11-26,2025-12-26,Self,"$50,001 - $100,000",30
?,"A. Mitchell McConnell, Jr.",Senate,WFC,P,2025-12-01,2025-12-19,Spouse,"$1,001 - $15,000",18
R,John Boozman,Senate,VEA,S,2025-11-21,2025-12-08,Joint,"$1,001 - $15,000",17
R,John Boozman,Senate,VNQI,S,2025-11-21,2025-12-08,Joint,"$1,001 - $15,000",17
R,John Boozman,Senate,TPYP,S,2025-11-21,2025-12-08,Joint,"$1,001 - $15,000",17
R,John Boozman,Senate,CRM,S,2025-11-13,2025-12-08,Joint,"$1,001 - $15,000",25
R,John Boozman,Senate,RNWAX,S,2025-11-20,2025-12-08,Joint,"$1,001 - $15,000",18
R,John Boozman,Senate,LLY,S,2025-11-21,2025-12-08,Joint,"$1,001 - $15,000",17
R,John Boozman,Senate,IVV,S,2025-11-21,2025-12-08,Joint,"$1,001 - $15,000",17
R,John Boozman,Senate,IWM,S,2025-11-21,2025-12-08,Joint,"$1,001 - $15,000",17
R,John Boozman,Senate,EFA,S,2025-11-20,2025-12-08,Joint,"$1,001 - $15,000",18
R,John Boozman,Senate,AAXJ,S,2025-11-06,2025-12-08,Joint,"$1,001 - $15,000",32
R,John Boozman,Senate,GEM,S,2025-11-20,2025-12-08,Joint,"$1,001 - $15,000",18
R,John Boozman,Senate,FISV,S,2025-11-21,2025-12-08,Joint,"$1,001 - $15,000",17
R,John Boozman,Senate,FTGC,S,2025-11-21,2025-12-08,Joint,"$1,001 - $15,000",17
R,John Boozman,Senate,EIPI,S,2025-11-21,2025-12-08,Joint,"$1,001 - $15,000",17
R,John Boozman,Senate,VEA,P,2025-11-06,2025-12-08,Joint,"$1,001 - $15,000",32
R,John Boozman,Senate,VWO,P,2025-11-06,2025-12-08,Joint,"$1,001 - $15,000",32
R,John Boozman,Senate,MDY,P,2025-11-21,2025-12-08,Joint,"$1,001 - $15,000",17
R,John Boozman,Senate,PYPL,P,2025-11-21,2025-12-08,Joint,"$1,001 - $15,000",17
R,John Boozman,Senate,JMBS,P,2025-11-21,2025-12-08,Joint,"$1,001 - $15,000",17
R,John Boozman,Senate,CMBS,P,2025-11-21,2025-12-08,Joint,"$1,001 - $15,000",17
R,John Boozman,Senate,MBB,P,2025-11-21,2025-12-08,Joint,"$1,001 - $15,000",17
R,John Boozman,Senate,GIGB,P,2025-11-21,2025-12-08,Joint,"$1,001 - $15,000",17
R,John Boozman,Senate,ANET,P,2025-11-13,2025-12-08,Joint,"$1,001 - $15,000",25
R,John Boozman,Senate,AMZN,P,2025-11-13,2025-12-08,Joint,"$1,001 - $15,000",25
R,John Boozman,Senate,WWSYX,P,2025-11-20,2025-12-08,Joint,"$1,001 - $15,000",18
R,Markwayne Mullin,Senate,COF,P,2025-11-10,2025-12-05,Joint,"$50,001 - $100,000",25
R,Markwayne Mullin,Senate,CSX,S,2025-11-10,2025-12-05,Joint,"$15,001 - $50,000",25
R,Markwayne Mullin,Senate,ZTS,S,2025-11-10,2025-12-05,Joint,"$15,001 - $50,000",25
R,Markwayne Mullin,Senate,PNR,P,2025-11-10,2025-12-05,Joint,"$15,001 - $50,000",25
D,Gary C Peters,Senate,CAG,P,2025-11-14,2025-12-04,Self,"$1,001 - $15,000",20
R,Shelley M Capito,Senate,META,P,2025-11-13,2025-12-04,Spouse,"$1,001 - $15,000",21
R,Shelley M Capito,Senate,PAYX,S,2025-11-13,2025-12-04,Spouse,"$1,001 - $15,000",21
R,Shelley M Capito,Senate,LOW,S,2025-11-13,2025-12-04,Spouse,"$1,001 - $15,000",21
D,Sheldon Whitehouse,Senate,GH,P,2025-11-21,2025-12-01,Self,"$1,001 - $15,000",10
D,Sheldon Whitehouse,Senate,KO,P,2025-11-21,2025-12-01,Self,"$1,001 - $15,000",10
D,Sheldon Whitehouse,Senate,HSY,P,2025-11-21,2025-12-01,Self,"$1,001 - $15,000",10
R,Lindsey Graham,Senate,VWUAX,P,2025-11-06,2025-12-01,Self,"$100,001 - $250,000",25
R,Lindsey Graham,Senate,VWUSX,S,2025-11-06,2025-12-01,Self,"$100,001 - $250,000",25
R,David H McCormick,Senate,BITB,P,2025-11-25,2025-11-27,Self,"$15,001 - $50,000",2
R,David H McCormick,Senate,BITB,P,2025-11-24,2025-11-27,Self,"$50,001 - $100,000",3
D,Tina Smith,Senate,HBAN,S,2025-11-21,2025-11-26,Spouse,"$100,001 - $250,000",5
D,Gary C Peters,Senate,OGN,S,2025-07-10,2025-11-24,Self,"$1,001 - $15,000",137
R,Markwayne Mullin,Senate,FI,S,2025-11-03,2025-11-21,Joint,"$15,001 - $50,000",18
R,Markwayne Mullin,Senate,CMG,S,2025-11-03,2025-11-21,Joint,"$15,001 - $50,000",18
R,Markwayne Mullin,Senate,MSFT,P,2025-11-03,2025-11-21,Joint,"$250,001 - $500,000",18
R,Markwayne Mullin,Senate,BRK.B,S,2025-11-03,2025-11-21,Joint,"$15,001 - $50,000",18
R,Markwayne Mullin,Senate,TMUS,S,2025-11-03,2025-11-21,Joint,"$50,001 - $100,000",18
R,Thomas H Tuberville,Senate,PEP,S,2025-10-07,2025-11-15,Joint,"$15,001 - $50,000",39
R,Thomas H Tuberville,Senate,OC,S,2025-10-07,2025-11-15,Joint,"$15,001 - $50,000",39
R,Thomas H Tuberville,Senate,MSFT,S,2025-10-07,2025-11-15,Joint,"$15,001 - $50,000",39
R,Thomas H Tuberville,Senate,AAPL,S,2025-10-07,2025-11-15,Joint,"$15,001 - $50,000",39
R,Thomas H Tuberville,Senate,GOOGL,S,2025-10-07,2025-11-15,Joint,"$15,001 - $50,000",39
R,Thomas H Tuberville,Senate,ORCL,S,2025-10-07,2025-11-15,Joint,"$15,001 - $50,000",39
R,John Boozman,Senate,TPYP,S,2025-11-03,2025-11-15,Joint,"$1,001 - $15,000",12
R,John Boozman,Senate,URNM,S,2025-10-03,2025-11-15,Joint,"$1,001 - $15,000",43
R,John Boozman,Senate,LITP,S,2025-10-03,2025-11-15,Joint,"$1,001 - $15,000",43
R,John Boozman,Senate,OMC,S,2025-10-31,2025-11-15,Joint,"$1,001 - $15,000",15
R,John Boozman,Senate,SLV,S,2025-10-03,2025-11-15,Joint,"$1,001 - $15,000",43
R,John Boozman,Senate,IQV,S,2025-10-02,2025-11-15,Joint,"$1,001 - $15,000",44
R,John Boozman,Senate,EMLP,S,2025-10-03,2025-11-15,Joint,"$15,001 - $50,000",43
R,John Boozman,Senate,META,P,2025-10-31,2025-11-15,Joint,"$1,001 - $15,000",15
R,John Boozman,Senate,FTGC,P,2025-10-03,2025-11-15,Joint,"$1,001 - $15,000",43
R,John Boozman,Senate,EIPI,P,2025-10-03,2025-11-15,Joint,"$15,001 - $50,000",43
R,John Boozman,Senate,COST,P,2025-10-09,2025-11-15,Joint,"$1,001 - $15,000",37
R,Rafael E Cruz,Senate,GS,S,2025-11-11,2025-11-12,Spouse,"$100,001 - $250,000",1
R,Shelley M Capito,Senate,LLY,P,2025-10-24,2025-11-04,Spouse,"$1,001 - $15,000",11
R,Shelley M Capito,Senate,MSFT,S,2025-10-22,2025-11-04,Spouse,"$1,001 - $15,000",13
R,Shelley M Capito,Senate,PAYX,S,2025-10-21,2025-11-04,Spouse,"$1,001 - $15,000",14
R,Shelley M Capito,Senate,LOW,S,2025-10-21,2025-11-04,Spouse,"$1,001 - $15,000",14
R,Shelley M Capito,Senate,LOW,S,2025-10-20,2025-11-04,Spouse,"$1,001 - $15,000",15
R,Shelley M Capito,Senate,COST,S,2025-10-17,2025-11-04,Spouse,"$1,001 - $15,000",18
R,Shelley M Capito,Senate,CVX,S,2025-10-17,2025-11-04,Spouse,"$1,001 - $15,000",18
R,Shelley M Capito,Senate,MSFT,S,2025-10-29,2025-11-04,Spouse,"$15,001 - $50,000",6
R,Shelley M Capito,Senate,IBM,S,2025-10-29,2025-11-04,Spouse,"$15,001 - $50,000",6
D,Sheldon Whitehouse,Senate,PGR,S,2025-10-27,2025-11-03,Spouse,"$15,001 - $50,000",7
D,Sheldon Whitehouse,Senate,NVDA,S,2025-10-20,2025-11-03,Self,"$15,001 - $50,000",14
?,"Jerry Moran,",Senate,GOOG,S,2025-09-23,2025-10-27,Spouse,"$1,001 - $15,000",34
?,"Jerry Moran,",Senate,BRK.B,P,2025-09-23,2025-10-27,Self,"$1,001 - $15,000",34
?,"James Conley Justice, II",Senate,PEBO,S,2025-08-28,2025-10-10,Self,"$250,001 - $500,000",43
R,John Boozman,Senate,ORCL,S,2025-09-12,2025-10-10,Joint,"$1,001 - $15,000",28
R,John Boozman,Senate,MU,S,2025-09-17,2025-10-10,Joint,"$1,001 - $15,000",23
R,John Boozman,Senate,JMBS,S,2025-09-16,2025-10-10,Joint,"$1,001 - $15,000",24
R,John Boozman,Senate,CMBS,S,2025-09-16,2025-10-10,Joint,"$1,001 - $15,000",24
R,John Boozman,Senate,TLT,S,2025-09-16,2025-10-10,Joint,"$15,001 - $50,000",24
R,John Boozman,Senate,MBB,S,2025-09-16,2025-10-10,Joint,"$1,001 - $15,000",24
R,John Boozman,Senate,AGZ,S,2025-09-16,2025-10-10,Joint,"$1,001 - $15,000",24
R,John Boozman,Senate,GBIL,S,2025-09-16,2025-10-10,Joint,"$1,001 - $15,000",24
R,John Boozman,Senate,GIGB,S,2025-09-16,2025-10-10,Joint,"$1,001 - $15,000",24
R,John Boozman,Senate,SCHP,P,2025-09-16,2025-10-10,Joint,"$1,001 - $15,000",24
R,John Boozman,Senate,IEF,P,2025-09-16,2025-10-10,Joint,"$15,001 - $50,000",24
R,John Boozman,Senate,SHY,P,2025-09-16,2025-10-10,Joint,"$1,001 - $15,000",24
R,John Boozman,Senate,IEI,P,2025-09-16,2025-10-10,Joint,"$15,001 - $50,000",24
R,John Boozman,Senate,ETN,P,2025-09-12,2025-10-10,Joint,"$1,001 - $15,000",28
R,John Boozman,Senate,GOOGL,P,2025-09-17,2025-10-10,Joint,"$15,001 - $50,000",23
R,John Boozman,Senate,ADBE,P,2025-09-04,2025-10-10,Joint,"$1,001 - $15,000",36
D,John W Hickenlooper,Senate,INTU,P,2025-09-02,2025-10-06,Self,"$100,001 - $250,000",34
D,John W Hickenlooper,Senate,PEP,S,2025-09-02,2025-10-06,Self,"$100,001 - $250,000",34
D,John W Hickenlooper,Senate,PANW,P,2025-09-02,2025-10-06,Self,"$100,001 - $250,000",34
R,Shelley M Capito,Senate,MSFT,S,2025-09-18,2025-10-05,Spouse,"$15,001 - $50,000",17
R,Shelley M Capito,Senate,AAPL,S,2025-09-18,2025-10-05,Spouse,"$15,001 - $50,000",17
D,Sheldon Whitehouse,Senate,UNH,S,2025-09-04,2025-10-03,Self,"$15,001 - $50,000",29
D,Sheldon Whitehouse,Senate,VZ,S,2025-09-04,2025-10-03,Self,"$1,001 - $15,000",29
D,Sheldon Whitehouse,Senate,NVDA,S,2025-09-04,2025-10-03,Self,"$15,001 - $50,000",29
D,Sheldon Whitehouse,Senate,HON,S,2025-09-04,2025-10-03,Self,"$15,001 - $50,000",29
D,Sheldon Whitehouse,Senate,AMGN,S,2025-09-04,2025-10-03,Self,"$1,001 - $15,000",29
D,Sheldon Whitehouse,Senate,AAPL,S,2025-09-04,2025-10-03,Self,"$15,001 - $50,000",29
D,Sheldon Whitehouse,Senate,MSFT,S,2025-09-04,2025-10-03,Self,"$15,001 - $50,000",29
R,Markwayne Mullin,Senate,WAB,S,2025-09-23,2025-10-01,Self,"$15,001 - $50,000",8
R,Markwayne Mullin,Senate,ADBE,S,2025-09-24,2025-10-01,Joint,"$15,001 - $50,000",7
R,Markwayne Mullin,Senate,UNH,P,2025-09-24,2025-10-01,Joint,"$15,001 - $50,000",7
R,Markwayne Mullin,Senate,NOW,P,2025-09-24,2025-10-01,Joint,"$1,001 - $15,000",7
R,Markwayne Mullin,Senate,INTU,P,2025-09-24,2025-10-01,Joint,"$15,001 - $50,000",7
R,Markwayne Mullin,Senate,ACN,S,2025-09-24,2025-10-01,Joint,"$15,001 - $50,000",7
R,Markwayne Mullin,Senate,ISRG,P,2025-09-24,2025-10-01,Joint,"$50,001 - $100,000",7
R,Markwayne Mullin,Senate,TXN,S,2025-09-24,2025-10-01,Joint,"$15,001 - $50,000",7
R,Markwayne Mullin,Senate,IHF,S,2025-09-24,2025-10-01,Joint,"$15,001 - $50,000",7
D,Adam B Schiff,Senate,AAPL,S,2025-09-22,2025-09-30,Spouse,"$15,001 - $50,000",8
R,John Boozman,Senate,VEA,S,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,EMRZX,S,2025-08-14,2025-09-12,Joint,"$15,001 - $50,000",29
R,John Boozman,Senate,EMRZX,S,2025-08-07,2025-09-12,Joint,"$15,001 - $50,000",36
R,John Boozman,Senate,EMRZX,S,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,URNM,S,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,MU,S,2025-08-22,2025-09-12,Joint,"$1,001 - $15,000",21
R,John Boozman,Senate,IVV,S,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,EFA,S,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,SLV,S,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,TBLL,S,2025-08-01,2025-09-12,Joint,"$15,001 - $50,000",42
R,John Boozman,Senate,GIGB,S,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,GEM,S,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,EMLP,S,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,PPLT,S,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,PALL,S,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,ABBV,S,2025-08-22,2025-09-12,Joint,"$1,001 - $15,000",21
R,John Boozman,Senate,ABBV,S,2025-08-11,2025-09-12,Joint,"$1,001 - $15,000",32
R,John Boozman,Senate,VNQI,P,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,SCHP,P,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,NVDA,P,2025-08-22,2025-09-12,Joint,"$1,001 - $15,000",21
R,John Boozman,Senate,RNWGX,P,2025-08-14,2025-09-12,Joint,"$15,001 - $50,000",29
R,John Boozman,Senate,RNWGX,P,2025-08-07,2025-09-12,Joint,"$15,001 - $50,000",36
R,John Boozman,Senate,RNWGX,P,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,LLY,P,2025-08-22,2025-09-12,Joint,"$1,001 - $15,000",21
R,John Boozman,Senate,LLY,P,2025-08-11,2025-09-12,Joint,"$1,001 - $15,000",32
R,John Boozman,Senate,JMBS,P,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,IWM,P,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,IEF,P,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,SHY,P,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,TLH,P,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,CMBS,P,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,IEI,P,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,TLT,P,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,MBB,P,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,AGZ,P,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,GEM,P,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,WWSYX,P,2025-08-01,2025-09-12,Joint,"$1,001 - $15,000",42
R,John Boozman,Senate,AMD,P,2025-08-07,2025-09-12,Joint,"$1,001 - $15,000",36
?,"A. Mitchell McConnell, Jr.",Senate,WFC,P,2025-09-01,2025-09-12,Spouse,"$1,001 - $15,000",11
D,Sheldon Whitehouse,Senate,UNH,S,2025-08-28,2025-09-03,Spouse,"$15,001 - $50,000",6
D,Sheldon Whitehouse,Senate,LRCX,S,2025-08-28,2025-09-03,Spouse,"$15,001 - $50,000",6
D,Sheldon Whitehouse,Senate,KVUE,S,2025-08-28,2025-09-03,Spouse,"$1,001 - $15,000",6
D,Sheldon Whitehouse,Senate,DHR,S,2025-08-28,2025-09-03,Self,"$1,001 - $15,000",6
R,Shelley M Capito,Senate,BLK,S,2025-08-04,2025-09-03,Spouse,"$1,001 - $15,000",30
R,Shelley M Capito,Senate,SHW,P,2025-08-01,2025-09-03,Spouse,"$1,001 - $15,000",33
R,Shelley M Capito,Senate,PLD,P,2025-08-01,2025-09-03,Spouse,"$1,001 - $15,000",33
R,Markwayne Mullin,Senate,UNH,S,2025-08-01,2025-08-18,Joint,"$15,001 - $50,000",17
?,"Angus S King, Jr.",Senate,VRT,P,2025-07-21,2025-08-18,Spouse,"$1,001 - $15,000",28
?,"Angus S King, Jr.",Senate,UBER,P,2025-07-21,2025-08-18,Spouse,"$1,001 - $15,000",28
?,"Angus S King, Jr.",Senate,TMO,S,2025-07-21,2025-08-18,Spouse,"$1,001 - $15,000",28
?,"Angus S King, Jr.",Senate,PWR,P,2025-07-21,2025-08-18,Spouse,"$1,001 - $15,000",28
?,"Angus S King, Jr.",Senate,PYPL,P,2025-07-21,2025-08-18,Spouse,"$1,001 - $15,000",28
?,"Angus S King, Jr.",Senate,ONON,P,2025-07-21,2025-08-18,Spouse,"$1,001 - $15,000",28
?,"Angus S King, Jr.",Senate,NVDA,P,2025-07-21,2025-08-18,Spouse,"$1,001 - $15,000",28
?,"Angus S King, Jr.",Senate,NFLX,P,2025-07-21,2025-08-18,Spouse,"$1,001 - $15,000",28
?,"Angus S King, Jr.",Senate,MSFT,P,2025-07-21,2025-08-18,Spouse,"$1,001 - $15,000",28
?,"Angus S King, Jr.",Senate,META,P,2025-07-21,2025-08-18,Spouse,"$1,001 - $15,000",28
?,"Angus S King, Jr.",Senate,MRVL,P,2025-07-21,2025-08-18,Spouse,"$1,001 - $15,000",28
?,"Angus S King, Jr.",Senate,LOW,P,2025-07-21,2025-08-18,Spouse,"$1,001 - $15,000",28
?,"Angus S King, Jr.",Senate,KEX,P,2025-07-21,2025-08-18,Spouse,"$1,001 - $15,000",28
?,"Angus S King, Jr.",Senate,JPM,P,2025-07-21,2025-08-18,Spouse,"$1,001 - $15,000",28
?,"Angus S King, Jr.",Senate,XOM,P,2025-07-21,2025-08-18,Spouse,"$1,001 - $15,000",28
?,"Angus S King, Jr.",Senate,BX,P,2025-07-21,2025-08-18,Spouse,"$1,001 - $15,000",28
?,"Angus S King, Jr.",Senate,BAC,P,2025-07-21,2025-08-18,Spouse,"$1,001 - $15,000",28
?,"Angus S King, Jr.",Senate,ADSK,P,2025-07-21,2025-08-18,Spouse,"$1,001 - $15,000",28
?,"Angus S King, Jr.",Senate,ANET,P,2025-07-21,2025-08-18,Spouse,"$1,001 - $15,000",28
?,"Angus S King, Jr.",Senate,AMAT,P,2025-07-21,2025-08-18,Spouse,"$1,001 - $15,000",28
?,"Angus S King, Jr.",Senate,GOOGL,P,2025-07-21,2025-08-18,Spouse,"$1,001 - $15,000",28
?,"Angus S King, Jr.",Senate,AMD,P,2025-07-21,2025-08-18,Spouse,"$1,001 - $15,000",28
?,"Angus S King, Jr.",Senate,UNH,S,2025-07-15,2025-08-18,Spouse,"$1,001 - $15,000",34
R,Markwayne Mullin,Senate,LLY,P,2024-12-11,2025-08-12,Joint,"$50,001 - $100,000",244
R,Markwayne Mullin,Senate,PDBC,P,2024-11-12,2025-08-12,Joint,"$15,001 - $50,000",273
R,Markwayne Mullin,Senate,PCLPX,S,2024-11-12,2025-08-12,Joint,"$15,001 - $50,000",273
R,Markwayne Mullin,Senate,PDBC,P,2024-10-29,2025-08-12,Joint,"$250,001 - $500,000",287
R,John Boozman,Senate,MDLZ,S,2025-07-31,2025-08-06,Joint,"$1,001 - $15,000",6
R,John Boozman,Senate,MU,S,2025-07-01,2025-08-06,Joint,"$1,001 - $15,000",36
R,John Boozman,Senate,JPM,S,2025-07-24,2025-08-06,Joint,"$1,001 - $15,000",13
R,John Boozman,Senate,HYG,S,2025-07-08,2025-08-06,Joint,"$1,001 - $15,000",29
R,John Boozman,Senate,GD,S,2025-07-31,2025-08-06,Joint,"$1,001 - $15,000",6
R,John Boozman,Senate,WMT,P,2025-07-31,2025-08-06,Joint,"$1,001 - $15,000",6
R,John Boozman,Senate,GIGB,P,2025-07-08,2025-08-06,Joint,"$1,001 - $15,000",29
R,John Boozman,Senate,GE,P,2025-07-31,2025-08-06,Joint,"$1,001 - $15,000",6
D,Sheldon Whitehouse,Senate,NVDA,S,2025-07-07,2025-08-04,Spouse,"$15,001 - $50,000",28
D,Sheldon Whitehouse,Senate,ADI,S,2025-07-03,2025-08-04,Self,"$15,001 - $50,000",32
R,Shelley M Capito,Senate,CL,S,2025-07-31,2025-08-04,Spouse,"$1,001 - $15,000",4
R,Shelley M Capito,Senate,PPG,S,2025-07-31,2025-08-04,Spouse,"$1,001 - $15,000",4
R,Shelley M Capito,Senate,GD,S,2025-07-31,2025-08-04,Spouse,"$1,001 - $15,000",4
R,Shelley M Capito,Senate,PPG,S,2025-07-30,2025-08-04,Spouse,"$1,001 - $15,000",5
R,Shelley M Capito,Senate,META,P,2025-07-29,2025-08-04,Spouse,"$1,001 - $15,000",6
R,Shelley M Capito,Senate,GOOGL,P,2025-07-29,2025-08-04,Spouse,"$1,001 - $15,000",6
R,Shelley M Capito,Senate,AVGO,S,2025-07-18,2025-08-04,Spouse,"$1,001 - $15,000",17
R,Shelley M Capito,Senate,JPM,S,2025-07-18,2025-08-04,Spouse,"$1,001 - $15,000",17
R,Shelley M Capito,Senate,MSFT,S,2025-07-18,2025-08-04,Spouse,"$1,001 - $15,000",17
R,Shelley M Capito,Senate,AAPL,S,2025-07-18,2025-08-04,Spouse,"$1,001 - $15,000",17
R,Shelley M Capito,Senate,AFL,S,2025-07-18,2025-08-04,Spouse,"$1,001 - $15,000",17
R,Shelley M Capito,Senate,CB,S,2025-07-17,2025-08-04,Spouse,"$1,001 - $15,000",18
R,Shelley M Capito,Senate,AXP,P,2025-07-01,2025-08-04,Spouse,"$15,001 - $50,000",34
R,Lindsey Graham,Senate,XONE,P,2025-06-30,2025-07-14,Self,"$15,001 - $50,000",14
R,Lindsey Graham,Senate,BSCV,P,2025-06-30,2025-07-14,Self,"$15,001 - $50,000",14
R,John Boozman,Senate,RTX,P,2025-05-30,2025-07-09,Joint,"$1,001 - $15,000",40
R,John Boozman,Senate,NVDA,P,2025-05-13,2025-07-09,Joint,"$1,001 - $15,000",57
R,John Boozman,Senate,META,P,2025-05-30,2025-07-09,Joint,"$1,001 - $15,000",40
R,John Boozman,Senate,META,P,2025-05-16,2025-07-09,Joint,"$1,001 - $15,000",54
R,John Boozman,Senate,HD,P,2025-05-20,2025-07-09,Joint,"$1,001 - $15,000",50
R,John Boozman,Senate,HD,P,2025-05-16,2025-07-09,Joint,"$1,001 - $15,000",54
R,John Boozman,Senate,AVGO,P,2025-05-13,2025-07-09,Joint,"$1,001 - $15,000",57
R,John Boozman,Senate,ATO,P,2025-05-20,2025-07-09,Joint,"$1,001 - $15,000",50
R,John Boozman,Senate,AMZN,P,2025-05-16,2025-07-09,Joint,"$1,001 - $15,000",54
R,John Boozman,Senate,GOOGL,P,2025-05-20,2025-07-09,Joint,"$1,001 - $15,000",50
R,John Boozman,Senate,UNH,S,2025-06-11,2025-07-09,Joint,"$1,001 - $15,000",28
R,John Boozman,Senate,MU,S,2025-06-11,2025-07-09,Joint,"$1,001 - $15,000",28
R,John Boozman,Senate,TBLL,P,2025-06-11,2025-07-09,Joint,"$1,001 - $15,000",28
R,John Boozman,Senate,AVGO,P,2025-06-11,2025-07-09,Joint,"$1,001 - $15,000",28
D,John W Hickenlooper,Senate,CMG,S,2025-06-12,2025-07-07,Spouse,"$100,001 - $250,000",25
?,"A. Mitchell McConnell, Jr.",Senate,LAZR,S,2025-06-26,2025-07-07,Spouse,"$15,001 - $50,000",11
R,Shelley M Capito,Senate,UNH,S,2025-06-23,2025-07-04,Spouse,"$1,001 - $15,000",11
R,Shelley M Capito,Senate,ADI,S,2025-06-18,2025-07-04,Spouse,"$1,001 - $15,000",16
R,Shelley M Capito,Senate,WFC,S,2025-06-18,2025-07-04,Spouse,"$1,001 - $15,000",16
R,Shelley M Capito,Senate,MSFT,S,2025-06-18,2025-07-04,Spouse,"$1,001 - $15,000",16
R,Shelley M Capito,Senate,XOM,S,2025-06-18,2025-07-04,Spouse,"$1,001 - $15,000",16
R,Shelley M Capito,Senate,C,S,2025-06-18,2025-07-04,Spouse,"$1,001 - $15,000",16
D,Ron L Wyden,Senate,PFE,S,2025-06-03,2025-07-02,Spouse,"$1,001 - $15,000",29
?,"A. Mitchell McConnell, Jr.",Senate,WFC,P,2025-06-01,2025-06-19,Spouse,"$1,001 - $15,000",18
?,"Jerry Moran,",Senate,GOOG,P,2025-05-08,2025-06-18,Spouse,"$1,001 - $15,000",41
R,John Boozman,Senate,VLO,S,2025-05-13,2025-06-14,Joint,"$1,001 - $15,000",32
R,John Boozman,Senate,NRG,S,2025-05-20,2025-06-14,Joint,"$1,001 - $15,000",25
